Tm,G,MP,PER,USG%,Season
DET,81,1154,12.9,15.0,2001
ATL,73,989,7.5,17.3,2001
MIA,13,306,24.6,30.6,2001
GSW,20,374,10.0,15.5,2001
Tm,G,MP,PER,USG%,2001
CLE,78,2225,13.9,23.5,2001
TOT,51,588,11.4,22.2,2001
DEN,13,135,9.8,21.6,2001
TOR,38,453,11.9,22.4,2001
TOT,75,2591,17.5,14.3,2001
ATL,49,1716,16.5,13.4,2001
PHI,26,875,19.6,16.2,2001
TOR,3,10,6.6,21.8,2001
CHH,42,469,11.7,17.9,2001
DAL,40,431,14.0,15.0,2001
DAL,70,2387,19.6,21.1,2001
TOT,62,1556,8.9,18.5,2001
LAC,14,333,8.5,19.9,2001
WAS,48,1223,9.0,18.2,2001
MIN,73,1233,10.4,14.8,2001
SAS,27,184,8.9,17.6,2001
NJN,82,2049,13.0,20.6,2001
HOU,82,1654,16.2,16.8,2001
DAL,82,3125,22.8,23.8,2001
IND,81,2641,17.5,21.2,2001
LAL,74,2924,30.2,31.6,2001
TOR,78,2767,11.6,16.0,2001
LAC,76,2836,18.9,24.1,2001
HOU,58,1545,20.7,21.9,2001
TOT,70,925,10.3,13.7,2001
NJN,19,161,5.5,12.5,2001
PHI,51,764,11.4,14.0,2001
LAC,82,2127,10.0,20.5,2001
Tm,G,MP,PER,USG%,2001
UTA,81,1491,13.3,12.7,2001
ORL,80,2534,15.7,10.6,2001
TOT,21,475,7.5,16.9,2001
BOS,7,144,5.1,19.5,2001
CHH,2,15,1.9,15.4,2001
NJN,12,316,8.9,15.8,2001
DET,45,793,10.5,15.7,2001
SEA,30,221,10.6,10.9,2001
DEN,74,1260,14.8,22.0,2001
UTA,27,127,17.6,22.4,2001
BOS,58,1141,12.3,15.4,2001
ATL,1,1,0.0,0.0,2001
TOT,65,1054,12.6,14.6,2001
WAS,13,178,13.0,13.9,2001
LAC,52,876,12.5,14.7,2001
SEA,76,2059,19.3,23.3,2001
SEA,79,3244,22.1,27.2,2001
MIN,75,2126,12.6,18.6,2001
LAL,53,851,11.2,14.2,2001
POR,13,58,18.5,8.6,2001
IND,64,999,11.1,12.2,2001
TOT,49,499,11.6,16.8,2001
ORL,6,39,7.5,19.3,2001
PHO,43,460,12.0,16.6,2001
CLE,44,958,11.6,16.3,2001
TOR,80,1809,14.1,20.1,2001
LAC,81,2144,14.6,17.8,2001
Tm,G,MP,PER,USG%,2001
BOS,82,3120,22.3,30.6,2001
POR,64,2133,15.3,17.9,2001
SAC,77,1658,15.0,14.3,2001
UTA,81,1619,9.9,14.8,2001
MIL,63,942,7.2,8.4,2001
GSW,51,1147,11.1,20.8,2001
SAS,80,1678,15.5,16.7,2001
DEN,82,2255,12.5,14.9,2001
NYK,26,169,7.2,24.0,2001
BOS,82,1901,12.8,16.6,2001
VAN,6,30,9.4,27.5,2001
WAS,35,605,11.7,15.3,2001
MIL,33,270,5.9,8.9,2001
PHI,50,1800,16.3,17.0,2001
CHH,43,403,6.2,17.0,2001
MIL,6,35,3.4,29.3,2001
VAN,75,1832,12.8,17.6,2001
ORL,65,764,13.1,13.1,2001
CLE,6,39,15.7,11.0,2001
NYK,75,2212,13.7,20.5,2001
Tm,G,MP,PER,USG%,2001
LAC,76,1358,16.5,22.4,2001
WAS,37,1216,14.9,24.1,2001
LAL,67,1206,11.8,22.5,2001
CHH,3,13,-15.0,14.2,2001
PHO,82,2751,14.8,24.8,2001
SAS,80,2371,23.7,22.8,2001
CHH,67,1201,17.9,18.8,2001
MIL,76,2813,20.1,29.2,2001
MIA,6,72,-1.9,16.8,2001
ORL,6,50,5.1,13.3,2001
TOT,34,632,11.8,15.5,2001
CLE,1,1,-54.4,45.2,2001
ATL,33,631,11.9,15.5,2001
HOU,39,544,18.1,12.7,2001
PHO,82,2183,14.6,23.3,2001
LAC,82,1553,11.5,15.8,2001
IND,72,2943,17.8,25.5,2001
SAS,57,1219,14.8,19.8,2001
CHI,45,879,10.1,9.0,2001
UTA,78,2473,14.1,17.5,2001
POR,61,1299,18.4,24.0,2001
NJN,34,226,9.0,12.6,2001
Tm,G,MP,PER,USG%,2001
TOT,29,150,12.6,10.5,2001
ATL,5,34,-4.8,13.1,2001
PHI,24,116,17.7,9.7,2001
PHO,54,581,7.9,16.0,2001
POR,26,397,9.8,15.8,2001
SAS,27,144,12.0,20.1,2001
LAL,80,1833,10.9,13.1,2001
LAC,39,584,10.4,17.3,2001
MIN,55,686,14.1,17.6,2001
SAC,9,66,14.7,18.5,2001
DET,69,1941,14.6,21.9,2001
WAS,79,1610,14.0,9.6,2001
WAS,17,180,8.1,18.1,2001
POR,81,2542,15.9,19.7,2001
ATL,6,78,3.8,18.8,2001
PHI,50,1740,14.0,16.3,2001
NYK,18,113,13.5,18.2,2001
NYK,77,3017,15.1,25.8,2001
DET,80,3215,21.8,35.2,2001
UTA,75,2122,9.3,18.0,2001
NJN,29,280,12.2,19.8,2001
UTA,40,293,4.3,21.3,2001
Tm,G,MP,PER,USG%,2001
TOR,26,123,8.7,17.1,2001
BOS,78,2504,11.7,14.4,2001
UTA,82,2397,22.3,18.8,2001
SAC,75,2905,18.4,22.4,2001
POR,82,2655,16.3,21.3,2001
TOT,50,830,10.7,19.9,2001
NYK,28,421,8.4,19.1,2001
VAN,22,409,13.1,20.7,2001
TOT,55,719,11.9,18.9,2001
DEN,46,517,13.3,20.3,2001
NJN,9,202,8.2,15.5,2001
TOT,54,1371,16.1,20.1,2001
WAS,33,1020,17.4,20.9,2001
POR,21,351,12.2,17.7,2001
LAC,28,491,8.8,14.6,2001
IND,11,120,11.0,18.0,2001
GSW,53,1684,11.2,19.1,2001
VAN,80,1312,13.1,16.2,2001
MIN,82,2856,15.8,18.2,2001
IND,55,777,10.5,15.8,2001
CHI,43,598,5.6,11.8,2001
HOU,69,1972,14.9,23.2,2001
ATL,82,3089,17.3,25.5,2001
NJN,5,56,0.8,20.2,2001
HOU,74,1820,11.2,16.1,2001
NYK,77,2125,16.9,18.5,2001
Tm,G,MP,PER,USG%,2001
MIL,76,2086,16.4,21.3,2001
CHH,49,647,7.6,12.4,2001
CLE,70,1212,14.1,18.0,2001
DAL,33,319,13.8,23.9,2001
PHO,57,947,9.6,15.1,2001
SAC,74,1245,11.7,15.6,2001
DEN,71,2688,18.5,23.0,2001
NJN,49,1733,15.5,23.4,2001
WAS,22,411,10.9,18.3,2001
UTA,82,1620,12.8,16.9,2001
TOT,51,549,13.3,16.4,2001
DAL,37,392,11.9,16.4,2001
WAS,14,157,16.8,16.4,2001
CHI,16,143,5.8,14.0,2001
BOS,81,3396,18.9,29.1,2001
SAS,61,963,12.2,18.3,2001
DET,80,2760,14.8,10.4,2001
DET,40,527,11.2,24.0,2001
POR,77,2940,20.9,23.4,2001
NYK,61,1492,14.5,16.9,2001
CLE,82,2774,17.4,15.2,2001
SAC,70,2836,24.7,31.6,2001
Tm,G,MP,PER,USG%,2001
POR,75,1995,18.8,23.3,2001
CHH,82,3106,15.3,23.1,2001
VAN,15,171,4.2,12.0,2001
WAS,68,1609,14.7,18.9,2001
WAS,59,1532,13.2,18.1,2001
NJN,82,2336,15.1,17.8,2001
TOR,82,2394,15.2,17.4,2001
BOS,81,1745,10.0,16.3,2001
SAC,77,2290,12.8,17.0,2001
TOT,59,1182,15.7,15.4,2001
DET,33,804,14.9,15.5,2001
TOR,26,378,17.3,15.2,2001
ORL,82,1211,11.0,18.5,2001
MIL,66,1272,14.2,15.4,2001
SEA,69,1238,15.4,17.9,2001
HOU,72,1583,12.6,18.7,2001
TOT,69,1686,15.1,22.5,2001
TOR,42,886,12.1,22.6,2001
DET,27,800,18.4,22.4,2001
TOT,78,1830,14.6,20.5,2001
TOR,35,771,15.3,20.0,2001
DEN,43,1059,14.1,20.9,2001
SEA,1,9,35.8,15.0,2001
SEA,34,305,6.4,15.7,2001
CHI,76,2363,13.6,21.6,2001
ATL,71,1988,15.7,23.2,2001
Tm,G,MP,PER,USG%,2001
DAL,5,38,14.9,29.2,2001
TOT,24,441,9.8,19.1,2002
DEN,20,417,10.3,19.7,2002
DAL,4,24,0.3,10.2,2002
ATL,77,2980,19.8,27.0,2002
WAS,56,1325,13.6,20.4,2002
DET,15,97,9.2,28.9,2002
MIA,12,161,15.0,17.0,2002
MIL,69,2525,21.6,26.2,2002
MIL,50,600,13.9,19.0,2002
UTA,54,586,5.4,20.6,2002
DEN,24,262,13.8,17.0,2002
POR,70,1860,15.5,19.4,2002
BOS,76,2430,13.6,16.7,2002
MEM,15,219,4.9,19.5,2002
NYK,82,1596,8.0,15.1,2002
TOT,60,1514,12.6,18.6,2002
CHI,36,961,14.2,18.0,2002
MIL,24,553,10.0,19.7,2002
GSW,47,1155,17.0,20.1,2002
NJN,35,196,3.8,22.3,2002
ORL,82,2730,16.7,17.9,2002
TOT,37,371,12.4,17.2,2002
TOR,17,96,11.9,20.7,2002
DEN,20,275,12.6,16.0,2002
DET,79,2285,14.5,20.0,2002
CHH,77,1319,11.5,14.8,2002
Tm,G,MP,PER,USG%,2002
MEM,21,307,7.8,15.5,2002
MIN,28,258,5.4,20.6,2002
CHI,50,638,8.6,18.4,2002
SEA,55,1710,14.1,23.8,2002
POR,19,228,9.8,16.9,2002
DET,29,582,10.5,19.2,2002
SEA,81,3040,19.3,16.2,2002
DET,82,1985,17.7,16.2,2002
DEN,27,408,8.0,19.8,2002
BOS,74,1819,14.5,12.5,2002
MEM,78,3097,13.9,18.2,2002
TOT,7,44,-1.8,17.2,2002
PHO,5,42,-2.2,18.0,2002
DAL,2,2,7.6,0.0,2002
PHI,74,890,8.6,15.9,2002
IND,78,1647,10.6,17.5,2002
TOT,74,1747,14.3,17.5,2002
IND,44,954,13.7,16.7,2002
CHI,30,793,14.9,18.4,2002
SAC,80,2659,14.9,19.7,2002
MIN,82,2355,17.6,20.4,2002
GSW,35,599,9.2,13.1,2002
PHI,72,1426,10.2,10.4,2002
BOS,44,415,9.3,12.7,2002
Tm,G,MP,PER,USG%,2002
SEA,15,279,11.9,18.1,2002
POR,33,245,6.5,10.6,2002
ATL,52,585,9.4,15.9,2002
SAS,59,1699,8.2,13.9,2002
DEN,75,1686,11.4,10.3,2002
PHI,3,29,16.4,11.1,2002
LAC,68,761,13.9,20.5,2002
TOR,26,118,9.9,13.4,2002
DAL,53,757,14.6,12.9,2002
LAC,80,3020,23.6,21.1,2002
MIN,32,962,21.2,20.9,2002
IND,13,43,10.0,8.4,2002
IND,22,160,9.8,13.0,2002
SAC,18,92,10.1,15.6,2002
PHI,17,67,1.6,22.9,2002
ORL,7,65,-3.2,16.5,2002
MIA,3,21,-9.7,24.5,2002
BOS,29,245,11.9,16.0,2002
WAS,57,817,11.2,18.6,2002
CHH,80,2563,15.1,12.4,2002
Tm,G,MP,PER,USG%,2002
BOS,1,6,8.6,7.6,2002
HOU,40,403,12.4,19.3,2002
POR,59,520,12.2,15.6,2002
LAL,80,3063,23.2,30.4,2002
SAS,30,206,11.5,14.6,2002
DAL,44,885,13.3,12.8,2002
TOT,66,684,7.8,8.8,2002
PHO,6,54,5.1,5.8,2002
ORL,60,630,8.0,9.1,2002
MEM,63,1769,10.1,17.8,2002
CHH,31,350,6.8,17.3,2002
POR,11,90,9.4,16.9,2002
MIL,23,283,11.2,18.2,2002
NYK,29,1007,15.1,17.4,2002
CHH,77,2156,19.5,23.3,2002
DET,8,43,15.9,15.2,2002
MIA,46,1050,8.9,15.8,2002
TOR,60,2385,20.5,30.5,2002
MIL,74,2605,21.3,27.3,2002
HOU,75,1917,15.0,11.2,2002
CHI,71,1389,13.0,16.6,2002
DEN,68,1631,10.3,15.5,2002
Tm,G,MP,PER,USG%,2002
TOR,69,1576,8.8,13.0,2002
SAC,81,2798,15.2,15.6,2002
TOR,81,2185,16.7,21.2,2002
PHI,67,1528,12.6,18.2,2002
SAC,32,153,8.8,28.1,2002
PHI,58,2080,16.2,21.0,2002
CLE,47,693,8.8,12.8,2002
HOU,25,365,11.1,15.5,2002
UTA,70,1440,11.5,15.0,2002
NJN,77,1407,10.7,13.5,2002
ATL,7,131,11.5,21.3,2002
CHI,23,481,15.3,21.5,2002
TOT,21,156,17.1,24.0,2002
LAL,6,27,5.0,25.2,2002
PHO,15,129,19.6,23.8,2002
IND,76,1286,14.3,19.9,2002
UTA,41,802,14.5,16.2,2002
PHI,58,501,11.8,21.7,2002
TOR,56,886,12.0,20.8,2002
CHI,72,1150,14.4,20.7,2002
DET,82,1912,6.2,9.3,2002
PHI,34,177,13.2,18.6,2002
Tm,G,MP,PER,USG%,2002
GSW,73,1740,11.3,17.6,2002
SAS,82,2175,13.4,16.6,2002
TOR,77,2978,14.8,19.6,2002
CHH,82,3318,18.2,23.9,2002
POR,78,2447,16.6,13.7,2002
ATL,28,774,6.5,15.1,2002
WAS,51,1231,10.7,14.2,2002
CLE,82,1954,15.9,24.4,2002
ORL,61,633,10.1,14.5,2002
PHO,2,6,7.1,29.9,2002
TOT,63,1447,13.8,21.5,2002
PHO,41,877,15.9,24.8,2002
BOS,22,570,10.4,16.3,2002
TOT,32,299,11.0,22.1,2002
NJN,25,249,9.3,20.7,2002
TOR,7,50,19.1,28.9,2002
MEM,4,124,6.4,21.5,2002
CLE,18,109,3.2,18.2,2002
SAC,80,2420,17.0,18.4,2002
CLE,42,705,8.8,15.9,2002
LAC,14,155,7.4,21.1,2002
CHH,61,774,12.4,13.4,2002
SEA,64,1174,12.7,19.7,2002
POR,43,327,7.1,9.9,2002
Tm,G,MP,PER,USG%,2002
SAS,82,3329,27.0,29.0,2002
NYK,39,609,8.5,19.1,2002
LAC,29,152,11.0,19.8,2002
MIA,66,1684,9.1,15.9,2002
DAL,31,299,9.9,12.2,2002
MIN,10,45,11.5,22.9,2002
ORL,65,901,14.4,22.7,2002
SAS,50,799,11.2,12.5,2002
DAL,69,2754,17.6,23.9,2002
LAL,70,1974,14.0,17.6,2002
CHI,76,1963,14.2,25.9,2002
MEM,6,75,-0.9,12.5,2002
PHO,53,452,10.0,17.3,2002
BOS,8,39,2.8,19.6,2002
GSW,77,2216,15.9,19.3,2002
MIL,6,24,4.8,21.0,2002
IND,82,1786,12.9,14.0,2002
MEM,28,320,11.3,19.0,2002
LAC,22,343,9.5,11.9,2002
LAL,82,2289,11.3,15.2,2002
Tm,G,MP,PER,USG%,2002
GSW,79,1485,12.5,14.2,2002
HOU,57,2343,19.1,28.0,2002
SAC,56,722,13.8,18.2,2002
MIN,81,3175,23.8,26.0,2002
TOT,34,183,6.3,16.1,2002
MIN,29,152,7.1,14.4,2002
GSW,5,31,2.0,24.4,2002
ORL,80,2406,12.3,16.1,2002
MEM,82,3007,19.5,22.6,2002
MIA,54,809,13.4,23.7,2002
PHI,4,36,-1.6,13.8,2002
LAL,82,1759,12.6,16.4,2002
MEM,23,384,9.2,16.9,2002
MIA,65,1410,7.6,17.1,2002
ATL,55,1156,13.1,22.6,2002
NJN,9,50,-0.9,12.4,2002
MIA,72,2256,12.7,16.6,2002
ORL,76,2210,13.9,12.5,2002
DAL,58,1383,14.2,13.8,2002
HOU,73,1896,13.8,18.4,2002
PHO,44,1129,9.7,15.0,2002
CHI,45,607,11.8,22.2,2002
Tm,G,MP,PER,USG%,2002
MIL,70,1208,9.7,13.5,2002
WAS,63,2203,16.9,28.6,2002
MIA,9,98,10.9,10.4,2002
DEN,54,848,13.5,20.3,2002
PHO,80,2462,13.9,21.9,2002
TOT,68,1601,13.6,21.8,2002
DAL,54,1276,13.4,21.3,2002
DEN,14,325,14.2,23.7,2002
PHI,81,2541,14.1,19.1,2002
IND,44,1313,14.3,21.6,2002
NYK,77,1563,13.0,18.5,2002
NJN,74,1553,15.7,19.3,2002
SAS,10,92,13.5,15.0,2002
SEA,5,47,7.8,15.7,2002
TOT,47,841,14.1,15.4,2002
DAL,18,162,10.1,12.2,2002
DEN,29,679,15.0,16.2,2002
CHI,78,2237,10.4,16.0,2002
CHH,15,77,4.0,27.0,2002
WAS,62,1266,13.7,12.4,2002
ATL,26,422,13.4,16.8,2002
GSW,12,70,14.4,25.3,2002
ORL,14,512,16.7,23.4,2002
CLE,26,810,10.1,15.6,2002
Tm,G,MP,PER,USG%,2002
CHI,79,1408,12.2,11.9,2002
LAL,81,2140,14.5,12.8,2002
MIA,64,1230,11.6,24.3,2002
NYK,77,2914,15.2,25.9,2002
TOT,81,2635,15.8,22.3,2002
DAL,53,1659,15.1,20.3,2002
DEN,28,976,17.1,25.7,2002
ORL,81,1854,15.3,25.8,2002
GSW,73,2049,15.4,22.5,2002
LAL,82,1616,9.4,15.6,2002
ORL,53,516,12.9,17.7,2002
CLE,62,1329,17.4,27.0,2002
PHI,60,2622,21.9,37.8,2002
SAC,81,1750,17.3,23.1,2002
ORL,9,144,7.2,14.5,2002
TOR,24,280,12.3,10.8,2002
MIA,55,1825,11.3,17.8,2002
TOT,39,495,11.1,20.3,2002
GSW,17,169,14.9,24.4,2002
MIN,22,326,9.2,18.2,2002
NYK,82,2367,16.3,15.6,2002
SAS,23,227,7.9,24.9,2002
SEA,56,949,11.9,18.3,2002
MIA,15,119,9.4,23.7,2002
Tm,G,MP,PER,USG%,2002
PHI,9,41,4.8,20.8,2002
GSW,82,3033,17.1,24.0,2002
LAC,25,176,13.9,14.3,2002
NJN,79,1917,13.4,19.1,2002
NJN,34,366,11.8,14.8,2002
TOT,68,1352,16.6,19.2,2002
DEN,51,1200,17.3,19.2,2002
DAL,17,152,11.8,19.5,2002
ATL,72,1727,11.3,18.0,2002
MIL,81,1660,8.6,7.7,2002
TOT,77,1916,11.8,16.0,2002
BOS,48,1003,12.0,15.2,2002
PHO,29,913,11.5,16.8,2002
PHI,23,126,6.2,14.5,2002
DET,67,1083,11.2,16.1,2002
MIA,81,3156,17.5,22.7,2002
CLE,81,2142,13.2,16.1,2002
WAS,79,1920,14.4,15.7,2002
WAS,60,2093,20.7,36.0,2002
POR,75,1232,12.1,20.2,2002
POR,65,775,12.3,15.2,2002
NJN,82,3056,19.1,22.5,2002
UTA,82,2151,18.8,19.0,2002
NJN,82,2601,16.1,19.4,2002
Tm,G,MP,PER,USG%,2002
MEM,53,1151,14.9,19.6,2002
NYK,49,429,5.3,16.2,2002
ATL,59,1494,14.4,20.7,2002
WAS,57,1441,13.7,15.4,2002
TOT,78,2455,17.9,19.8,2002
DEN,51,1668,18.9,20.5,2002
DAL,27,787,15.8,18.1,2002
CLE,44,477,13.5,22.7,2002
HOU,34,434,8.5,14.8,2002
UTA,33,542,10.0,20.2,2002
DEN,71,1665,14.5,24.5,2002
UTA,36,490,7.0,16.9,2002
SEA,71,2585,18.5,20.8,2002
SEA,13,176,12.0,16.1,2002
SEA,63,989,10.7,16.2,2002
MEM,66,1868,7.7,13.2,2002
MIN,67,581,7.8,16.8,2002
WAS,71,1458,13.7,20.4,2002
CHH,45,893,9.0,13.1,2002
NJN,62,1502,17.7,18.0,2002
MIA,12,159,3.1,17.7,2002
LAL,59,650,12.7,13.2,2002
Tm,G,MP,PER,USG%,2002
LAC,63,1615,14.3,21.1,2002
CHH,82,1549,18.8,20.0,2002
PHO,65,1180,10.3,12.9,2002
UTA,80,3040,21.1,28.8,2002
DAL,41,552,11.7,15.4,2002
PHO,82,3187,18.1,26.6,2002
PHO,81,3109,19.8,23.6,2002
MIA,21,319,9.3,18.2,2002
NJN,20,118,7.7,14.8,2002
UTA,58,1750,19.2,22.8,2002
DAL,3,22,-11.2,24.4,2002
NJN,73,2504,14.5,22.4,2002
CHH,40,1601,16.9,27.4,2002
MIL,82,3143,12.9,12.7,2002
SEA,75,2420,13.4,18.8,2002
MEM,73,1247,11.4,17.0,2002
BOS,56,718,11.5,13.3,2002
SAS,27,153,10.2,22.6,2002
DEN,69,1830,9.8,19.4,2002
LAL,21,104,9.5,14.0,2002
Tm,G,MP,PER,USG%,2002
DEN,10,236,21.0,20.8,2002
ORL,76,2912,25.1,31.1,2002
LAC,81,3030,13.8,20.3,2002
PHI,41,784,8.8,8.8,2002
PHI,48,1471,15.8,19.8,2002
LAL,71,729,15.6,23.0,2002
TOT,53,1716,10.2,24.8,2002
CHI,40,1503,10.8,25.8,2002
IND,13,213,6.0,17.2,2002
CLE,74,1659,10.0,19.4,2002
LAC,82,2227,14.4,18.5,2002
CLE,81,3023,21.8,22.6,2002
TOT,76,2263,20.1,20.6,2002
CHI,48,1391,19.6,21.1,2002
IND,28,872,20.8,19.7,2002
ORL,63,2123,15.0,20.9,2002
IND,79,2889,16.5,18.5,2002
GSW,66,1237,12.3,18.0,2002
MIN,74,726,9.4,17.1,2002
HOU,74,3116,16.7,24.9,2002
ATL,82,2168,14.0,19.4,2002
CHH,15,76,5.9,16.8,2002
TOR,49,655,5.8,11.9,2002
DET,30,217,14.9,18.8,2002
Tm,G,MP,PER,USG%,2002
HOU,68,1110,9.5,14.5,2002
ATL,82,1371,8.4,16.1,2002
MIA,75,2455,18.9,24.1,2002
GSW,82,1448,10.3,16.7,2002
CLE,71,2312,16.7,24.7,2002
TOR,40,473,13.6,23.3,2002
PHI,80,2907,16.0,15.1,2002
TOR,5,46,20.6,15.3,2002
CHH,79,1912,14.4,22.1,2002
DAL,62,1357,14.8,13.5,2002
DAL,82,2837,20.7,23.0,2002
WAS,70,1498,13.1,15.7,2002
MIN,82,2218,12.9,16.0,2002
ATL,42,1273,11.5,12.5,2002
DAL,47,724,8.3,12.1,2002
HOU,82,2249,13.1,17.8,2002
DAL,76,2891,24.1,25.5,2002
IND,72,2707,18.1,24.9,2002
LAL,67,2422,29.7,31.8,2002
CHI,57,1383,6.6,12.1,2002
Tm,G,MP,PER,USG%,2002
LAC,29,999,13.7,22.5,2002
TOR,61,1378,14.4,18.3,2002
GSW,20,139,6.0,18.5,2002
TOT,81,1723,12.3,14.9,2002
CHI,52,1146,11.2,15.7,2002
IND,29,577,14.3,13.3,2002
LAC,80,2568,12.4,20.1,2002
UTA,74,1107,12.7,12.6,2002
TOT,83,1928,11.4,10.2,2002
ORL,10,160,11.0,11.2,2002
PHO,73,1768,11.4,10.1,2002
LAC,18,130,4.8,20.5,2002
SEA,36,221,11.2,13.2,2002
MIN,16,252,9.1,17.0,2002
UTA,75,1295,15.4,17.7,2002
TOT,69,790,9.7,16.4,2002
BOS,41,518,10.5,16.0,2002
PHO,28,272,8.2,17.3,2002
SAS,77,2267,11.7,17.7,2002
SAS,42,234,7.6,20.0,2002
POR,75,1765,18.8,22.1,2002
SEA,82,3301,22.9,27.2,2002
MIN,82,2060,12.2,17.3,2002
LAL,3,12,31.3,14.1,2002
MEM,2,48,5.3,16.9,2002
CLE,78,2793,16.3,17.6,2002
Tm,G,MP,PER,USG%,2002
TOR,63,1988,15.3,21.3,2002
LAC,71,1718,13.8,15.4,2002
BOS,82,3302,22.3,29.3,2002
POR,62,1996,14.9,19.1,2002
SAC,80,1881,15.0,11.5,2002
MIL,45,426,7.3,12.7,2002
SAS,72,1294,13.9,15.9,2002
DEN,73,2238,12.9,19.1,2002
NYK,23,179,11.0,29.4,2002
BOS,79,1343,11.4,14.1,2002
SAC,20,89,6.6,20.9,2002
MIL,71,1128,10.2,9.3,2002
SEA,61,1230,12.7,17.3,2002
POR,41,238,16.9,25.7,2002
ATL,3,82,11.1,17.6,2002
DET,74,1179,16.2,21.4,2002
TOT,6,33,5.3,10.2,2002
CHH,1,2,-9.1,0.0,2002
LAC,5,31,6.2,10.8,2002
MIL,67,1417,20.0,23.7,2002
ORL,68,714,10.1,17.2,2002
HOU,20,606,8.0,15.6,2002
Tm,G,MP,PER,USG%,2002
GSW,80,2629,13.8,21.5,2002
TOT,11,67,10.3,22.6,2002
IND,3,4,-10.2,34.0,2002
CHI,8,63,11.6,21.9,2002
LAC,81,2152,17.4,23.3,2002
LAL,64,709,10.7,19.4,2002
DEN,10,173,16.3,26.5,2002
DET,80,2855,13.5,21.6,2002
SAS,78,2303,20.3,19.2,2002
CHI,29,653,12.5,21.4,2002
MIL,66,2346,19.1,28.8,2002
NYK,2,10,3.8,18.6,2002
IND,22,168,15.3,15.2,2002
TOT,77,1880,17.0,22.3,2002
PHO,50,1254,17.8,23.0,2002
BOS,27,626,15.4,20.8,2002
LAC,61,728,7.5,14.1,2002
TOT,83,3153,16.8,26.1,2002
IND,53,1937,15.7,24.8,2002
CHI,30,1216,18.4,28.3,2002
SAS,82,1725,16.4,23.9,2002
PHI,15,169,5.5,11.0,2002
UTA,66,1998,9.8,17.1,2002
PHO,3,24,9.6,18.7,2002
ORL,7,36,7.0,22.6,2002
DEN,36,560,11.5,21.8,2002
Tm,G,MP,PER,USG%,2002
NJN,28,290,4.2,15.1,2002
DEN,21,252,14.5,17.6,2002
SEA,9,142,15.5,17.9,2002
LAL,58,631,11.8,15.4,2002
WAS,30,343,13.2,16.4,2002
ATL,1,3,11.6,0.0,2002
CLE,65,1107,11.3,9.9,2002
TOT,8,47,17.9,19.6,2002
NJN,4,10,17.5,15.4,2002
ATL,4,37,18.0,20.7,2002
SAS,60,1141,13.2,21.0,2002
TOT,23,181,13.1,20.4,2002
SAC,12,71,7.0,17.3,2002
PHI,11,110,17.1,22.4,2002
MIN,72,1922,16.0,17.8,2002
ATL,14,100,14.0,16.5,2002
SAS,77,2211,13.9,18.3,2002
PHI,61,2225,14.7,17.7,2002
MEM,62,872,8.8,22.1,2002
NYK,32,248,0.8,9.9,2002
NYK,81,3326,13.7,25.1,2002
DET,76,2685,19.0,32.3,2002
UTA,66,929,6.0,18.4,2002
MIA,67,884,13.9,18.7,2002
Tm,G,MP,PER,USG%,2002
UTA,67,1134,8.2,18.4,2002
TOR,11,93,8.6,15.6,2002
CLE,50,665,11.1,16.6,2002
UTA,82,2566,21.9,19.8,2002
SAC,71,2649,19.3,23.2,2002
POR,75,2796,14.7,18.8,2002
BOS,79,1643,12.9,18.0,2002
ATL,46,654,11.4,17.4,2002
MIA,76,2294,15.6,20.0,2002
IND,22,88,8.7,23.1,2002
GSW,78,1780,17.1,20.5,2002
MEM,68,1805,17.2,21.8,2002
MIN,82,3117,17.1,21.8,2002
ATL,78,2967,19.2,23.6,2002
WAS,47,618,15.7,15.6,2002
HOU,72,2484,16.4,20.9,2002
NYK,82,2771,15.8,20.3,2002
MIL,74,1987,13.1,22.6,2002
IND,80,2442,13.4,20.7,2002
HOU,65,1075,11.4,18.8,2002
Tm,G,MP,PER,USG%,2002
CHH,61,678,13.0,19.3,2002
MIN,64,1140,15.4,19.9,2002
CLE,12,77,8.4,22.1,2002
PHO,67,1582,11.7,15.5,2002
SAC,80,1970,14.2,19.2,2002
TOT,72,2496,17.8,26.8,2002
DEN,45,1739,18.4,28.4,2002
DAL,27,757,16.3,23.2,2002
NJN,81,2465,16.0,24.0,2002
DET,1,6,15.0,34.9,2002
ATL,82,1856,13.1,14.8,2002
PHO,59,900,13.9,14.4,2002
BOS,81,3406,17.1,27.8,2002
LAL,69,1655,14.5,12.9,2002
DET,80,2921,18.6,10.5,2002
SAC,54,430,13.3,22.0,2002
PHO,46,490,13.7,24.1,2002
POR,79,2963,19.3,23.7,2002
NYK,63,1058,14.5,17.8,2002
SEA,64,964,11.6,13.4,2002
NYK,56,1728,13.3,15.2,2002
SAC,54,2071,24.4,29.0,2002
Tm,G,MP,PER,USG%,2002
POR,74,2348,18.4,26.4,2002
CHH,67,2487,11.3,20.4,2002
WAS,71,1346,14.9,14.1,2002
DET,16,129,11.0,29.3,2002
WAS,82,2171,15.6,17.4,2002
NJN,82,1546,15.2,17.4,2002
TOR,82,2927,13.8,18.4,2002
BOS,74,1747,8.8,15.0,2002
MEM,65,2236,15.1,25.3,2002
TOR,68,1641,15.7,15.2,2002
ORL,68,1284,14.7,17.7,2002
DEN,41,737,10.5,16.4,2002
SEA,50,603,14.3,18.9,2002
